request_id,sample_id,domain,phase,delta,candidate_count,baseline,n_forecasts,selection_coverage,candidate_precision,routed_mass_coverage,complete_route_coverage,candidate_amplification,candidate_set_fraction
9,gsm8k-00047,math,decode,2,12,global_static,352,0.7791193181818182,0.2597064393939394,0.7941311922940341,0.4659090909090909,3.0,0.375
9,gsm8k-00047,math,decode,3,12,global_static,336,0.7782738095238095,0.2594246031746032,0.7937375023251488,0.47023809523809523,3.0,0.375
10,mt_bench-50530142,conversation,decode,1,12,global_static,368,0.6854619565217391,0.2284873188405797,0.7051869268002717,0.34782608695652173,3.0,0.375
10,mt_bench-50530142,conversation,decode,2,12,global_static,352,0.6889204545454546,0.22964015151515152,0.7067815607244318,0.36079545454545453,3.0,0.375
10,mt_bench-50530142,conversation,decode,3,12,global_static,336,0.6889880952380952,0.2296626984126984,0.7074759347098214,0.36607142857142855,3.0,0.375
11,humaneval-HumanEval_56,code,decode,1,12,global_static,368,0.7269021739130435,0.24230072463768115,0.746994681980299,0.358695652173913,3.0,0.375
11,humaneval-HumanEval_56,code,decode,2,12,global_static,352,0.7301136363636364,0.24337121212121213,0.7501359419389204,0.3693181818181818,3.0,0.375
11,humaneval-HumanEval_56,code,decode,3,12,global_static,336,0.7313988095238095,0.24379960317460317,0.75189208984375,0.37202380952380953,3.0,0.375
12,mt_bench-32663300,conversation,decode,1,12,global_static,368,0.7914402173913043,0.26381340579710144,0.8056521208389945,0.42934782608695654,3.0,0.375
12,mt_bench-32663300,conversation,decode,2,12,global_static,352,0.7961647727272727,0.26538825757575757,0.8093303333629261,0.4403409090909091,3.0,0.375
12,mt_bench-32663300,conversation,decode,3,12,global_static,336,0.7938988095238095,0.2646329365079365,0.8072335379464286,0.4375,3.0,0.375
13,gsm8k-00042,math,decode,1,12,global_static,368,0.7629076086956522,0.2543025362318841,0.7814861795176631,0.4266304347826087,3.0,0.375
13,gsm8k-00042,math,decode,2,12,global_static,352,0.7670454545454546,0.2556818181818182,0.7836497913707386,0.4346590909090909,3.0,0.375
13,gsm8k-00042,math,decode,3,12,global_static,336,0.7671130952380952,0.25570436507936506,0.7834051223028273,0.43452380952380953,3.0,0.375
14,wikitext2-00040,general,decode,1,12,global_static,368,0.8539402173913043,0.28464673913043476,0.871551513671875,0.5842391304347826,3.0,0.375
14,wikitext2-00040,general,decode,2,12,global_static,352,0.859375,0.2864583333333333,0.8761346990411932,0.59375,3.0,0.375
14,wikitext2-00040,general,decode,3,12,global_static,336,0.859375,0.2864583333333333,0.8760564894903273,0.5952380952380952,3.0,0.375
15,gsm8k-00036,math,decode,1,12,global_static,368,0.7914402173913043,0.26381340579710144,0.810654349949049,0.4782608695652174,3.0,0.375
15,gsm8k-00036,math,decode,2,12,global_static,352,0.796875,0.265625,0.8137803511186079,0.4914772727272727,3.0,0.375
15,gsm8k-00036,math,decode,3,12,global_static,336,0.7976190476190477,0.26587301587301587,0.8143368675595238,0.49107142857142855,3.0,0.375
16,humaneval-HumanEval_4,code,decode,1,12,global_static,368,0.7377717391304348,0.24592391304347827,0.7597470490828805,0.3695652173913043,3.0,0.375
16,humaneval-HumanEval_4,code,decode,2,12,global_static,352,0.7407670454545454,0.24692234848484848,0.7624164928089489,0.3778409090909091,3.0,0.375
16,humaneval-HumanEval_4,code,decode,3,12,global_static,336,0.7395833333333334,0.2465277777777778,0.7622782389322916,0.375,3.0,0.375
17,wikitext2-00045,general,decode,1,12,global_static,368,0.858016304347826,0.2860054347826087,0.8749429453974185,0.6032608695652174,3.0,0.375
17,wikitext2-00045,general,decode,2,12,global_static,352,0.8650568181818182,0.28835227272727276,0.8803169944069602,0.6193181818181818,3.0,0.375
17,wikitext2-00045,general,decode,3,12,global_static,336,0.8638392857142857,0.28794642857142855,0.8792099725632441,0.6160714285714286,3.0,0.375
18,wikitext2-00036,general,decode,1,12,global_static,368,0.8614130434782609,0.2871376811594203,0.878143310546875,0.6059782608695652,3.0,0.375
18,wikitext2-00036,general,decode,2,12,global_static,352,0.8678977272727273,0.28929924242424243,0.8832869096235796,0.6193181818181818,3.0,0.375
18,wikitext2-00036,general,decode,3,12,global_static,336,0.8668154761904762,0.28893849206349204,0.8821454729352679,0.6160714285714286,3.0,0.375
19,gsm8k-00038,math,decode,1,12,global_static,368,0.7133152173913043,0.23777173913043478,0.7288101859714674,0.37228260869565216,3.0,0.375
19,gsm8k-00038,math,decode,2,12,global_static,352,0.7151988636363636,0.23839962121212122,0.7298681085759943,0.3778409090909091,3.0,0.375
19,gsm8k-00038,math,decode,3,12,global_static,336,0.7142857142857143,0.2380952380952381,0.7302565801711309,0.38095238095238093,3.0,0.375
20,gsm8k-00032,math,decode,1,12,global_static,368,0.7024456521739131,0.2341485507246377,0.7187420388926631,0.358695652173913,3.0,0.375
20,gsm8k-00032,math,decode,2,12,global_static,352,0.7052556818181818,0.23508522727272727,0.7198763760653409,0.3664772727272727,3.0,0.375
20,gsm8k-00032,math,decode,3,12,global_static,336,0.7061011904761905,0.2353670634920635,0.7221330915178571,0.36904761904761907,3.0,0.375
21,gsm8k-00044,math,decode,1,12,global_static,368,0.8097826086956522,0.2699275362318841,0.8278025751528533,0.4891304347826087,3.0,0.375
21,gsm8k-00044,math,decode,2,12,global_static,352,0.8125,0.2708333333333333,0.8299213756214489,0.4971590909090909,3.0,0.375
21,gsm8k-00044,math,decode,3,12,global_static,336,0.8125,0.2708333333333333,0.8301289876302084,0.49702380952380953,3.0,0.375
22,humaneval-HumanEval_14,code,decode,1,12,global_static,368,0.8104619565217391,0.2701539855072464,0.8374872622282609,0.44021739130434784,3.0,0.375
22,humaneval-HumanEval_14,code,decode,2,12,global_static,352,0.8153409090909091,0.27178030303030304,0.8421783447265625,0.45170454545454547,3.0,0.375
22,humaneval-HumanEval_14,code,decode,3,12,global_static,336,0.8147321428571429,0.271577380952381,0.8407549176897321,0.45535714285714285,3.0,0.375
23,mt_bench-9170963,conversation,decode,1,12,global_static,368,0.7907608695652174,0.26358695652173914,0.8087423573369565,0.453804347826087,3.0,0.375
23,mt_bench-9170963,conversation,decode,2,12,global_static,352,0.7947443181818182,0.26491477272727276,0.8112349076704546,0.4659090909090909,3.0,0.375
23,mt_bench-9170963,conversation,decode,3,12,global_static,336,0.7924107142857143,0.26413690476190477,0.8084120977492559,0.4642857142857143,3.0,0.375
24,humaneval-HumanEval_138,code,decode,1,12,global_static,368,0.7024456521739131,0.2341485507246377,0.730300239894701,0.31521739130434784,3.0,0.375
24,humaneval-HumanEval_138,code,decode,2,12,global_static,352,0.7066761363636364,0.23555871212121213,0.7343902587890625,0.3210227272727273,3.0,0.375
24,humaneval-HumanEval_138,code,decode,3,12,global_static,336,0.7068452380952381,0.2356150793650794,0.7349039713541666,0.3273809523809524,3.0,0.375
25,wikitext2-00047,general,decode,1,12,global_static,368,0.8552989130434783,0.2850996376811594,0.8733626655910326,0.5869565217391305,3.0,0.375
25,wikitext2-00047,general,decode,2,12,global_static,352,0.8622159090909091,0.28740530303030304,0.8782307017933239,0.6022727272727273,3.0,0.375
25,wikitext2-00047,general,decode,3,12,global_static,336,0.8616071428571429,0.287202380952381,0.8773178827194941,0.6011904761904762,3.0,0.375
26,humaneval-HumanEval_70,code,decode,1,12,global_static,368,0.7622282608695652,0.25407608695652173,0.7827745520550272,0.44021739130434784,3.0,0.375
26,humaneval-HumanEval_70,code,decode,2,12,global_static,352,0.7670454545454546,0.2556818181818182,0.7870663729580966,0.44886363636363635,3.0,0.375
26,humaneval-HumanEval_70,code,decode,3,12,global_static,336,0.7760416666666666,0.2586805555555555,0.7937186104910714,0.46130952380952384,3.0,0.375
27,wikitext2-00035,general,decode,1,12,global_static,368,0.8573369565217391,0.2857789855072464,0.874434761379076,0.6032608695652174,3.0,0.375
27,wikitext2-00035,general,decode,2,12,global_static,352,0.8643465909090909,0.28811553030303033,0.8795693137428977,0.6193181818181818,3.0,0.375
27,wikitext2-00035,general,decode,3,12,global_static,336,0.8645833333333334,0.2881944444444445,0.8793146042596727,0.6220238095238095,3.0,0.375
28,humaneval-HumanEval_40,code,decode,1,12,global_static,368,0.6881793478260869,0.22939311594202896,0.7104677946671195,0.30978260869565216,3.0,0.375
28,humaneval-HumanEval_40,code,decode,2,12,global_static,352,0.6931818181818182,0.23106060606060608,0.7133442271839489,0.3181818181818182,3.0,0.375
28,humaneval-HumanEval_40,code,decode,3,12,global_static,336,0.6956845238095238,0.23189484126984128,0.7161211286272321,0.32142857142857145,3.0,0.375
29,wikitext2-00039,general,decode,1,12,global_static,368,0.8600543478260869,0.2866847826086956,0.8776882005774457,0.592391304347826,3.0,0.375
29,wikitext2-00039,general,decode,2,12,global_static,352,0.8664772727272727,0.28882575757575757,0.8827403675426136,0.6079545454545454,3.0,0.375
29,wikitext2-00039,general,decode,3,12,global_static,336,0.8660714285714286,0.2886904761904762,0.8823009672619048,0.6071428571428571,3.0,0.375
30,wikitext2-00041,general,decode,1,12,global_static,368,0.8600543478260869,0.2866847826086956,0.8758916440217391,0.5896739130434783,3.0,0.375
30,wikitext2-00041,general,decode,2,12,global_static,352,0.8657670454545454,0.28858901515151514,0.8805403275923296,0.6022727272727273,3.0,0.375
30,wikitext2-00041,general,decode,3,12,global_static,336,0.8645833333333334,0.2881944444444445,0.8793480282738095,0.5982142857142857,3.0,0.375
31,gsm8k-00045,math,decode,1,12,global_static,368,0.7160326086956522,0.23867753623188406,0.732894234035326,0.33152173913043476,3.0,0.375
31,gsm8k-00045,math,decode,2,12,global_static,352,0.7201704545454546,0.2400568181818182,0.7337729714133523,0.3380681818181818,3.0,0.375
31,gsm8k-00045,math,decode,3,12,global_static,336,0.7239583333333334,0.24131944444444445,0.7380690801711309,0.34226190476190477,3.0,0.375
32,wikitext2-00042,general,decode,1,12,global_static,368,0.8546195652173914,0.2848731884057971,0.8729473611582881,0.5842391304347826,3.0,0.375
32,wikitext2-00042,general,decode,2,12,global_static,352,0.8607954545454546,0.2869318181818182,0.8778672651811079,0.5965909090909091,3.0,0.375
32,wikitext2-00042,general,decode,3,12,global_static,336,0.8601190476190477,0.28670634920634924,0.8768717447916666,0.5952380952380952,3.0,0.375
33,gsm8k-00035,math,decode,1,12,global_static,368,0.6453804347826086,0.21512681159420288,0.663379835045856,0.28532608695652173,3.0,0.375
33,gsm8k-00035,math,decode,2,12,global_static,352,0.6477272727272727,0.2159090909090909,0.6635756059126421,0.2897727272727273,3.0,0.375
33,gsm8k-00035,math,decode,3,12,global_static,336,0.6465773809523809,0.21552579365079363,0.6624363490513393,0.2857142857142857,3.0,0.375
34,humaneval-HumanEval_115,code,decode,1,12,global_static,368,0.6990489130434783,0.23301630434782608,0.7157871412194293,0.3641304347826087,3.0,0.375
34,humaneval-HumanEval_115,code,decode,2,12,global_static,352,0.7009943181818182,0.23366477272727273,0.7170313054865057,0.3664772727272727,3.0,0.375
34,humaneval-HumanEval_115,code,decode,3,12,global_static,336,0.7053571428571429,0.23511904761904764,0.7213759649367559,0.375,3.0,0.375
35,humaneval-HumanEval_45,code,decode,1,12,global_static,368,0.8057065217391305,0.26856884057971014,0.8300661833389945,0.46195652173913043,3.0,0.375
35,humaneval-HumanEval_45,code,decode,2,12,global_static,352,0.8110795454545454,0.27035984848484845,0.8341230912642046,0.4744318181818182,3.0,0.375
35,humaneval-HumanEval_45,code,decode,3,12,global_static,336,0.8117559523809523,0.27058531746031744,0.8337562197730655,0.4791666666666667,3.0,0.375
36,wikitext2-00038,general,decode,1,12,global_static,368,0.8648097826086957,0.2882699275362319,0.8807240361752717,0.6114130434782609,3.0,0.375
36,wikitext2-00038,general,decode,2,12,global_static,352,0.8693181818181818,0.28977272727272724,0.8846047141335227,0.625,3.0,0.375
36,wikitext2-00038,general,decode,3,12,global_static,336,0.8705357142857143,0.29017857142857145,0.8850199381510416,0.6309523809523809,3.0,0.375
37,gsm8k-00046,math,decode,1,12,global_static,368,0.7533967391304348,0.2511322463768116,0.7703472635020381,0.37771739130434784,3.0,0.375
37,gsm8k-00046,math,decode,2,12,global_static,352,0.7556818181818182,0.2518939393939394,0.771026611328125,0.3835227272727273,3.0,0.375
37,gsm8k-00046,math,decode,3,12,global_static,336,0.7604166666666666,0.2534722222222222,0.7763221377418155,0.3869047619047619,3.0,0.375
38,mt_bench-48344673,conversation,decode,1,12,global_static,368,0.782608695652174,0.2608695652173913,0.8068648628566576,0.4157608695652174,3.0,0.375
38,mt_bench-48344673,conversation,decode,2,12,global_static,352,0.7897727272727273,0.26325757575757575,0.8120533336292614,0.4289772727272727,3.0,0.375
38,mt_bench-48344673,conversation,decode,3,12,global_static,336,0.7894345238095238,0.2631448412698413,0.8118678501674107,0.43154761904761907,3.0,0.375
39,mt_bench-23836768,conversation,decode,1,12,global_static,368,0.751358695652174,0.25045289855072467,0.7712057362432065,0.3967391304347826,3.0,0.375
39,mt_bench-23836768,conversation,decode,2,12,global_static,352,0.7592329545454546,0.25307765151515155,0.7782731489701704,0.40625,3.0,0.375
39,mt_bench-23836768,conversation,decode,3,12,global_static,336,0.7619047619047619,0.25396825396825395,0.7814825148809523,0.40773809523809523,3.0,0.375
40,mt_bench-40319087,conversation,decode,1,12,global_static,368,0.7846467391304348,0.26154891304347827,0.8050324813179348,0.45108695652173914,3.0,0.375
40,mt_bench-40319087,conversation,decode,2,12,global_static,352,0.7904829545454546,0.2634943181818182,0.8081235018643466,0.4630681818181818,3.0,0.375
40,mt_bench-40319087,conversation,decode,3,12,global_static,336,0.7901785714285714,0.26339285714285715,0.8077378045944941,0.46130952380952384,3.0,0.375
41,mt_bench-46306085,conversation,decode,1,12,global_static,368,0.8057065217391305,0.26856884057971014,0.8240860648777174,0.42934782608695654,3.0,0.375
41,mt_bench-46306085,conversation,decode,2,12,global_static,352,0.8117897727272727,0.2705965909090909,0.8297674005681818,0.4375,3.0,0.375
41,mt_bench-46306085,conversation,decode,3,12,global_static,336,0.8125,0.2708333333333333,0.8300766717819941,0.44345238095238093,3.0,0.375
42,mt_bench-68335013,conversation,decode,1,12,global_static,368,0.7493206521739131,0.2497735507246377,0.760971732761549,0.4483695652173913,3.0,0.375
42,mt_bench-68335013,conversation,decode,2,12,global_static,352,0.7521306818181818,0.25071022727272724,0.7614884810014204,0.45454545454545453,3.0,0.375
42,mt_bench-68335013,conversation,decode,3,12,global_static,336,0.7514880952380952,0.25049603174603174,0.7630644298735119,0.45535714285714285,3.0,0.375
43,humaneval-HumanEval_61,code,decode,1,12,global_static,368,0.7085597826086957,0.23618659420289856,0.7296806003736414,0.3342391304347826,3.0,0.375
43,humaneval-HumanEval_61,code,decode,2,12,global_static,352,0.7109375,0.23697916666666666,0.7323150634765625,0.3409090909090909,3.0,0.375
43,humaneval-HumanEval_61,code,decode,3,12,global_static,336,0.7120535714285714,0.23735119047619047,0.7336149669828869,0.34523809523809523,3.0,0.375
44,humaneval-HumanEval_141,code,decode,1,12,global_static,368,0.6983695652173914,0.23278985507246377,0.718552299167799,0.328804347826087,3.0,0.375
44,humaneval-HumanEval_141,code,decode,2,12,global_static,352,0.7024147727272727,0.23413825757575757,0.7226715087890625,0.3352272727272727,3.0,0.375
44,humaneval-HumanEval_141,code,decode,3,12,global_static,336,0.7016369047619048,0.23387896825396826,0.7222188313802084,0.34226190476190477,3.0,0.375
45,gsm8k-00037,math,decode,1,12,global_static,368,0.7710597826086957,0.2570199275362319,0.7904304836107336,0.45652173913043476,3.0,0.375
45,gsm8k-00037,math,decode,2,12,global_static,352,0.7755681818181818,0.25852272727272724,0.7913984818892046,0.46875,3.0,0.375
45,gsm8k-00037,math,decode,3,12,global_static,336,0.7745535714285714,0.2581845238095238,0.7918628510974702,0.46726190476190477,3.0,0.375
46,gsm8k-00033,math,decode,1,12,global_static,368,0.7574728260869565,0.25249094202898553,0.7706630540930707,0.45652173913043476,3.0,0.375
46,gsm8k-00033,math,decode,2,12,global_static,352,0.7627840909090909,0.25426136363636365,0.7731864235617898,0.46875,3.0,0.375
46,gsm8k-00033,math,decode,3,12,global_static,336,0.7641369047619048,0.25471230158730157,0.7746814546130952,0.47023809523809523,3.0,0.375
47,humaneval-HumanEval_155,code,decode,1,12,global_static,368,0.6983695652173914,0.23278985507246377,0.720566459324049,0.29891304347826086,3.0,0.375
47,humaneval-HumanEval_155,code,decode,2,12,global_static,352,0.7045454545454546,0.23484848484848486,0.7264140735973011,0.3068181818181818,3.0,0.375
47,humaneval-HumanEval_155,code,decode,3,12,global_static,336,0.7075892857142857,0.23586309523809523,0.7305094401041666,0.3125,3.0,0.375
48,mt_bench-90276646,conversation,decode,1,12,global_static,368,0.7241847826086957,0.2413949275362319,0.7365444017493207,0.35597826086956524,3.0,0.375
48,mt_bench-90276646,conversation,decode,2,12,global_static,352,0.7301136363636364,0.24337121212121213,0.7413122003728693,0.36363636363636365,3.0,0.375
48,mt_bench-90276646,conversation,decode,3,12,global_static,336,0.7313988095238095,0.24379960317460317,0.7426016671316964,0.36904761904761907,3.0,0.375
49,gsm8k-00034,math,decode,1,12,global_static,368,0.7527173913043478,0.2509057971014493,0.7680624256963315,0.421195652173913,3.0,0.375
49,gsm8k-00034,math,decode,2,12,global_static,352,0.7563920454545454,0.2521306818181818,0.7695756392045454,0.4289772727272727,3.0,0.375
49,gsm8k-00034,math,decode,3,12,global_static,336,0.7559523809523809,0.251984126984127,0.7694091796875,0.43154761904761907,3.0,0.375
50,wikitext2-00033,general,decode,1,12,global_static,368,0.8546195652173914,0.2848731884057971,0.8725466520889945,0.592391304347826,3.0,0.375
50,wikitext2-00033,general,decode,2,12,global_static,352,0.8615056818181818,0.2871685606060606,0.8774344704367898,0.6107954545454546,3.0,0.375
50,wikitext2-00033,general,decode,3,12,global_static,336,0.8601190476190477,0.28670634920634924,0.8762177966889881,0.6071428571428571,3.0,0.375
51,mt_bench-9147946,conversation,decode,1,12,global_static,368,0.8002717391304348,0.2667572463768116,0.8226424507472826,0.453804347826087,3.0,0.375
51,mt_bench-9147946,conversation,decode,2,12,global_static,352,0.8046875,0.2682291666666667,0.8252577348188921,0.46875,3.0,0.375
51,mt_bench-9147946,conversation,decode,3,12,global_static,336,0.8005952380952381,0.26686507936507936,0.8219706217447916,0.46130952380952384,3.0,0.375
52,mt_bench-17722882,conversation,decode,1,12,global_static,368,0.4986413043478261,0.16621376811594205,0.5050022291100543,0.21739130434782608,3.0,0.375
52,mt_bench-17722882,conversation,decode,2,12,global_static,352,0.49857954545454547,0.16619318181818182,0.5047829367897727,0.2215909090909091,3.0,0.375
52,mt_bench-17722882,conversation,decode,3,12,global_static,336,0.49776785714285715,0.16592261904761904,0.5033191499255952,0.22023809523809523,3.0,0.375
53,humaneval-HumanEval_99,code,decode,1,12,global_static,368,0.6942934782608695,0.23143115942028983,0.7191719386888586,0.3016304347826087,3.0,0.375
53,humaneval-HumanEval_99,code,decode,2,12,global_static,352,0.6995738636363636,0.23319128787878787,0.7254402854225852,0.3068181818181818,3.0,0.375
53,humaneval-HumanEval_99,code,decode,3,12,global_static,336,0.7008928571428571,0.23363095238095236,0.7269606817336309,0.3125,3.0,0.375
54,gsm8k-00039,math,decode,1,12,global_static,368,0.6664402173913043,0.22214673913043478,0.6756074324898098,0.33152173913043476,3.0,0.375
54,gsm8k-00039,math,decode,2,12,global_static,352,0.6704545454545454,0.22348484848484848,0.6749045632102273,0.3409090909090909,3.0,0.375
54,gsm8k-00039,math,decode,3,12,global_static,336,0.6711309523809523,0.22371031746031744,0.6771458217075893,0.34523809523809523,3.0,0.375
55,wikitext2-00034,general,decode,1,12,global_static,368,0.8546195652173914,0.2848731884057971,0.8718129033627717,0.6059782608695652,3.0,0.375
55,wikitext2-00034,general,decode,2,12,global_static,352,0.8607954545454546,0.2869318181818182,0.8766451748934659,0.6193181818181818,3.0,0.375
55,wikitext2-00034,general,decode,3,12,global_static,336,0.8601190476190477,0.28670634920634924,0.8762265159970238,0.6160714285714286,3.0,0.375
56,mt_bench-48989963,conversation,decode,1,12,global_static,368,0.6440217391304348,0.21467391304347827,0.6602411684782609,0.3070652173913043,3.0,0.375
56,mt_bench-48989963,conversation,decode,2,12,global_static,352,0.6498579545454546,0.2166193181818182,0.6628889604048296,0.3153409090909091,3.0,0.375
56,mt_bench-48989963,conversation,decode,3,12,global_static,336,0.6517857142857143,0.21726190476190477,0.6644868396577381,0.3125,3.0,0.375
57,humaneval-HumanEval_58,code,decode,1,12,global_static,368,0.6813858695652174,0.2271286231884058,0.7043324346127717,0.30978260869565216,3.0,0.375
57,humaneval-HumanEval_58,code,decode,2,12,global_static,352,0.6889204545454546,0.22964015151515152,0.7114313299005682,0.3181818181818182,3.0,0.375
57,humaneval-HumanEval_58,code,decode,3,12,global_static,336,0.6927083333333334,0.2309027777777778,0.7159525553385416,0.32142857142857145,3.0,0.375
58,humaneval-HumanEval_48,code,decode,1,12,global_static,368,0.8125,0.2708333333333333,0.8360396675441576,0.4429347826086957,3.0,0.375
58,humaneval-HumanEval_48,code,decode,2,12,global_static,352,0.8174715909090909,0.27249053030303033,0.8408647017045454,0.45454545454545453,3.0,0.375
58,humaneval-HumanEval_48,code,decode,3,12,global_static,336,0.8162202380952381,0.27207341269841273,0.8385852632068452,0.45535714285714285,3.0,0.375
59,humaneval-HumanEval_21,code,decode,1,12,global_static,368,0.813858695652174,0.271286231884058,0.8403399923573369,0.4375,3.0,0.375
59,humaneval-HumanEval_21,code,decode,2,12,global_static,352,0.8181818181818182,0.27272727272727276,0.8445961692116477,0.44886363636363635,3.0,0.375
59,humaneval-HumanEval_21,code,decode,3,12,global_static,336,0.8169642857142857,0.27232142857142855,0.8426470075334821,0.4494047619047619,3.0,0.375
60,mt_bench-84856299,conversation,decode,1,12,global_static,368,0.7900815217391305,0.26336050724637683,0.808914847995924,0.45108695652173914,3.0,0.375
60,mt_bench-84856299,conversation,decode,2,12,global_static,352,0.7954545454545454,0.26515151515151514,0.8138413862748579,0.4659090909090909,3.0,0.375
60,mt_bench-84856299,conversation,decode,3,12,global_static,336,0.7976190476190477,0.26587301587301587,0.8171546572730655,0.47619047619047616,3.0,0.375
61,mt_bench-51413464,conversation,decode,1,12,global_static,368,0.7520380434782609,0.250679347826087,0.7748890752377717,0.36684782608695654,3.0,0.375
61,mt_bench-51413464,conversation,decode,2,12,global_static,352,0.7585227272727273,0.2528409090909091,0.77984619140625,0.3778409090909091,3.0,0.375
61,mt_bench-51413464,conversation,decode,3,12,global_static,336,0.7559523809523809,0.251984126984127,0.7779933384486607,0.38095238095238093,3.0,0.375
62,wikitext2-00046,general,decode,1,12,global_static,368,0.8573369565217391,0.2857789855072464,0.8760362708050272,0.5842391304347826,3.0,0.375
62,wikitext2-00046,general,decode,2,12,global_static,352,0.8636363636363636,0.2878787878787879,0.8809439919211648,0.5994318181818182,3.0,0.375
62,wikitext2-00046,general,decode,3,12,global_static,336,0.8638392857142857,0.28794642857142855,0.8807765415736607,0.6011904761904762,3.0,0.375
63,gsm8k-00043,math,decode,1,12,global_static,368,0.7717391304347826,0.2572463768115942,0.7900947902513586,0.483695652173913,3.0,0.375
63,gsm8k-00043,math,decode,2,12,global_static,352,0.7741477272727273,0.25804924242424243,0.7917064319957386,0.4943181818181818,3.0,0.375
63,gsm8k-00043,math,decode,3,12,global_static,336,0.7730654761904762,0.25768849206349204,0.7908543178013393,0.49404761904761907,3.0,0.375
0,wikitext2-00044,general,decode,1,16,global_static,368,0.9279891304347826,0.23199728260869565,0.9370555048403533,0.7663043478260869,4.0,0.5
0,wikitext2-00044,general,decode,2,16,global_static,352,0.9332386363636364,0.2333096590909091,0.9408416748046875,0.7840909090909091,4.0,0.5
0,wikitext2-00044,general,decode,3,16,global_static,336,0.9322916666666666,0.23307291666666666,0.9398556663876488,0.7827380952380952,4.0,0.5
1,wikitext2-00032,general,decode,1,16,global_static,368,0.9273097826086957,0.23182744565217392,0.9364823051120924,0.7635869565217391,4.0,0.5
1,wikitext2-00032,general,decode,2,16,global_static,352,0.9332386363636364,0.2333096590909091,0.9407972856001421,0.7840909090909091,4.0,0.5
1,wikitext2-00032,general,decode,3,16,global_static,336,0.9337797619047619,0.23344494047619047,0.9408206031436012,0.7886904761904762,4.0,0.5
2,gsm8k-00041,math,decode,1,16,global_static,368,0.8301630434782609,0.20754076086956522,0.840042777683424,0.5543478260869565,4.0,0.5
2,gsm8k-00041,math,decode,2,16,global_static,352,0.8338068181818182,0.20845170454545456,0.8411019065163352,0.5625,4.0,0.5
2,gsm8k-00041,math,decode,3,16,global_static,336,0.8333333333333334,0.20833333333333334,0.842864990234375,0.5654761904761905,4.0,0.5
3,mt_bench-35264271,conversation,decode,1,16,global_static,368,0.8566576086956522,0.21416440217391305,0.8704356317934783,0.5815217391304348,4.0,0.5
3,mt_bench-35264271,conversation,decode,2,16,global_static,352,0.8615056818181818,0.21537642045454544,0.8724628795276989,0.5909090909090909,4.0,0.5
3,mt_bench-35264271,conversation,decode,3,16,global_static,336,0.8616071428571429,0.21540178571428573,0.8725367954799107,0.5922619047619048,4.0,0.5
4,wikitext2-00037,general,decode,1,16,global_static,368,0.9334239130434783,0.23335597826086957,0.9416158924932065,0.7907608695652174,4.0,0.5
4,wikitext2-00037,general,decode,2,16,global_static,352,0.9389204545454546,0.23473011363636365,0.9456093528053977,0.8096590909090909,4.0,0.5
4,wikitext2-00037,general,decode,3,16,global_static,336,0.9382440476190477,0.23456101190476192,0.9448954264322916,0.8095238095238095,4.0,0.5
5,humaneval-HumanEval_38,code,decode,1,16,global_static,368,0.8403532608695652,0.2100883152173913,0.8551675547724185,0.6059782608695652,4.0,0.5
5,humaneval-HumanEval_38,code,decode,2,16,global_static,352,0.8494318181818182,0.21235795454545456,0.8631647283380682,0.6193181818181818,4.0,0.5
5,humaneval-HumanEval_38,code,decode,3,16,global_static,336,0.8526785714285714,0.21316964285714285,0.866607666015625,0.6279761904761905,4.0,0.5
6,gsm8k-00040,math,decode,1,16,global_static,368,0.8770380434782609,0.21925951086956522,0.8850721276324728,0.6603260869565217,4.0,0.5
6,gsm8k-00040,math,decode,2,16,global_static,352,0.8849431818181818,0.22123579545454544,0.8911479603160511,0.6732954545454546,4.0,0.5
6,gsm8k-00040,math,decode,3,16,global_static,336,0.8869047619047619,0.22172619047619047,0.8930504208519345,0.6815476190476191,4.0,0.5
7,wikitext2-00043,general,decode,1,16,global_static,368,0.9211956521739131,0.23029891304347827,0.9313089121942935,0.7527173913043478,4.0,0.5
7,wikitext2-00043,general,decode,2,16,global_static,352,0.9268465909090909,0.23171164772727273,0.93536376953125,0.7698863636363636,4.0,0.5
7,wikitext2-00043,general,decode,3,16,global_static,336,0.9285714285714286,0.23214285714285715,0.9362022763206845,0.7797619047619048,4.0,0.5
8,mt_bench-30350920,conversation,decode,1,16,global_static,368,0.9021739130434783,0.22554347826086957,0.9134760317595109,0.6766304347826086,4.0,0.5
8,mt_bench-30350920,conversation,decode,2,16,global_static,352,0.9026988636363636,0.2256747159090909,0.9136186079545454,0.6818181818181818,4.0,0.5
8,mt_bench-30350920,conversation,decode,3,16,global_static,336,0.9032738095238095,0.22581845238095238,0.9139142717633929,0.6845238095238095,4.0,0.5
9,gsm8k-00047,math,decode,1,16,global_static,368,0.8824728260869565,0.22061820652173914,0.8944940981657609,0.654891304347826,4.0,0.5
9,gsm8k-00047,math,decode,2,16,global_static,352,0.8884943181818182,0.22212357954545456,0.8974900679154829,0.6732954545454546,4.0,0.5
9,gsm8k-00047,math,decode,3,16,global_static,336,0.8898809523809523,0.22247023809523808,0.8989112490699405,0.6815476190476191,4.0,0.5
10,mt_bench-50530142,conversation,decode,1,16,global_static,368,0.798233695652174,0.1995584239130435,0.8115194569463315,0.5081521739130435,4.0,0.5
